"","pm.id","pm.uid","pm.type","ncaa_id","team","season","division","jersey","name","position","height","class","major","hometown","homestate","high_school","previous_school","url","hometown_cleaned","pm.address","pm.state","country","temp","Continent","Region"
"153",849,431,"unknown",172,"Dartmouth",2024,"I","12","Marios Tziortzis","Winger","5'11""","Fy.",NA,"Larnaca"," Cyprus","American Academy Larnaca",NA,"https://www.dartmouthsports.com/sports/mens-soccer/roster/marios-tziortzis/39167","LARNACA, CYPRUS","LARNACA CYPRUS",NA,"CYPRUS","CYPRUS","Europe","Southern Europe"
"154",853,580,"unknown",172,"Dartmouth",2024,"I","16","Oskar Magnusson","Midfielder","5'11""","Jr.",NA,"Reykjavík"," Iceland","Flensborgarskólinn",NA,"https://www.dartmouthsports.com/sports/mens-soccer/roster/oskar-magnusson/39156","REYKJAVÍK, ICELAND","REYKJAVÍK ICELAND",NA,"ICELAND","ICELAND","Europe","Northern Europe"
"155",856,647,"unknown",172,"Dartmouth",2024,"I","19","Eidur Baldvinsson","Striker","6'5""","Fy.",NA,"Garðabær"," Iceland","Verzlunarskoli Islands",NA,"https://www.dartmouthsports.com/sports/mens-soccer/roster/eidur-baldvinsson/39168","GARÐABÆR, ICELAND","GARÐABÆR ICELAND",NA,"ICELAND","ICELAND","Europe","Northern Europe"
"156",858,292,"unknown",172,"Dartmouth",2024,"I","21","Cameron Brayne","Forward","5'11""","So.",NA,"London"," England","Sevenoaks School",NA,"https://www.dartmouthsports.com/sports/mens-soccer/roster/cameron-brayne/39145","LONDON, ENGLAND","LONDON ENGLAND",NA,"ENGLAND","ENGLAND","Europe","Northern Europe"
"157",866,653,"unknown",175,"Dayton",2024,"I","1","Dario Caetano","Goalkeeper","6'3""","Gr.",NA,"Pombal"," Portugal","Escola Secundária D Sancho",NA,"https://www.daytonflyers.com/sports/mens-soccer/roster/dario-caetano/14527","POMBAL, PORTUGAL","POMBAL PORTUGAL",NA,"PORTUGAL","PORTUGAL","Europe","Southern Europe"
"158",869,8,"unknown",175,"Dayton",2024,"I","4","Hjalti Sigurdsson","Midfielder","6'0""","Gr.",NA,"Reykjavik"," Iceland","Commercial College",NA,"https://www.daytonflyers.com/sports/mens-soccer/roster/hjalti-sigurdsson/14546","REYKJAVIK, ICELAND","REYKJAVIK ICELAND",NA,"ICELAND","ICELAND","Europe","Northern Europe"
"159",872,656,"unknown",175,"Dayton",2024,"I","7","Martin Bakken","Midfielder","6'1""","So.",NA,"Baerum"," Norway","Norges Toppidrettsgymnas",NA,"https://www.daytonflyers.com/sports/mens-soccer/roster/martin-bakken/14523","BAERUM, NORWAY","BAERUM NORWAY",NA,"NORWAY","NORWAY","Europe","Northern Europe"
"160",877,660,"unknown",175,"Dayton",2024,"I","13","Frederik Perlman","Midfielder","5'9""","Fr.",NA,"Hellerup"," Denmark","Oeregaard Gymnasium",NA,"https://www.daytonflyers.com/sports/mens-soccer/roster/frederik-perlman/15203","HELLERUP, DENMARK","HELLERUP DENMARK",NA,"DENMARK","DENMARK","Europe","Northern Europe"
"161",883,664,"unknown",175,"Dayton",2024,"I","21","Luis Bremaud","Defender","6'0""","Fr.",NA,"Angers"," France","Univrsite Francaise",NA,"https://www.daytonflyers.com/sports/mens-soccer/roster/luis-bremaud/15209","ANGERS, FRANCE","ANGERS FRANCE",NA,"FRANCE","FRANCE","Europe","Western Europe"
"162",885,666,"unknown",175,"Dayton",2024,"I","23","Gabriel Kringen","Forward","6'1""","Jr.",NA,"Drammen"," Norway","Drammen Videregaende Skole",NA,"https://www.daytonflyers.com/sports/mens-soccer/roster/gabriel-kringen/14537","DRAMMEN, NORWAY","DRAMMEN NORWAY",NA,"NORWAY","NORWAY","Europe","Northern Europe"
"163",906,203,"unknown",183,"Denver",2024,"I","11","Holger  Olsson","Midfielder","6'0""","Jr.",NA,"Stockholm"," Sweden","Nacka Gymnasium",NA,"https://www.denverpioneers.com/sports/mens-soccer/roster/holger-olsson/5430","STOCKHOLM, SWEDEN","STOCKHOLM SWEDEN",NA,"SWEDEN","SWEDEN","Europe","Northern Europe"
"164",922,691,"unknown",183,"Denver",2024,"I","27","Aaron  Kronenberg","Defender","6'2""","Gr.",NA,"Lindlar"," Germany","Gymnasium Lindlar",NA,"https://www.denverpioneers.com/sports/mens-soccer/roster/aaron-kronenberg/5501","LINDLAR, GERMANY","LINDLAR GERMANY",NA,"GERMANY","GERMANY","Europe","Eastern Europe"
"165",950,125,"unknown",184,"Detroit Mercy",2024,"I","20","Louis Simon","Midfield","5'8""","Jr.",NA,"Paris"," France","Casper College",NA,"https://www.detroittitans.com/sports/mens-soccer/roster/louis-simon/6627","PARIS, FRANCE","PARIS FRANCE",NA,"FRANCE","FRANCE","Europe","Western Europe"
"166",960,718,"unknown",184,"Detroit Mercy",2024,"I","40","Viktor Sulc","Goalkeeper","6'2""","R-So.",NA,"Pilsen"," Czech Republic","Sports Grammar School (Davis & Elkins College)",NA,"https://www.detroittitans.com/sports/mens-soccer/roster/viktor-sulc/6617","PILSEN, CZECH REPUBLIC","PILSEN CZECH REPUBLIC",NA,"THE CZECH REPUBLIC","CZECH REPUBLIC","Europe","Eastern Europe"
"167",964,292,"unknown",189,"Drake",2024,"I","2","Deng Deng",NA,"6'3""","Gr.",NA,"London"," England","Berkshire School",NA,"https://www.godrakebulldogs.com/sports/mens-soccer/roster/deng-deng/9741","LONDON, ENGLAND","LONDON ENGLAND",NA,"ENGLAND","ENGLAND","Europe","Northern Europe"
"168",970,727,"unknown",189,"Drake",2024,"I","8","Kai Knuchel",NA,"5'10""","Sr.",NA,"Thun"," Switzerland","Wirtschaftsschule Thun",NA,"https://www.godrakebulldogs.com/sports/mens-soccer/roster/kai-knuchel/9751","THUN, SWITZERLAND","THUN SWITZERLAND",NA,"SWITZERLAND","SWITZERLAND","Europe","Eastern Europe"
"169",974,548,"unknown",189,"Drake",2024,"I","12","Snorre Espersen",NA,"5'11""","Fr.",NA,"Roskilde"," Denmark","Roskilde Katedralskole",NA,"https://www.godrakebulldogs.com/sports/mens-soccer/roster/snorre-espersen/9759","ROSKILDE, DENMARK","ROSKILDE DENMARK",NA,"DENMARK","DENMARK","Europe","Northern Europe"
"170",977,732,"unknown",189,"Drake",2024,"I","15","Eskil Gjerde",NA,NA,"Jr.",NA,"Egersund"," Norway","Karakterutskrift",NA,"https://www.godrakebulldogs.com/sports/mens-soccer/roster/eskil-gjerde/9744","EGERSUND, NORWAY","EGERSUND NORWAY",NA,"NORWAY","NORWAY","Europe","Northern Europe"
"171",993,744,"unknown",193,"Duke",2024,"I","1","Wessel Speel",NA,"6'7""","Gr.",NA,"Utrecht"," Netherlands","St. Bonifatius College","Hofstra","https://www.goduke.com/sports/mens-soccer/roster/wessel-speel/21113","UTRECHT, NETHERLANDS","UTRECHT NETHERLANDS",NA,"NETHERLANDS","NETHERLANDS","Europe","Western Europe"
"172",1000,72,"unknown",193,"Duke",2024,"I","8","Nikolai Bull Jorgensen","Midfield/Forward","6'2""","So.",NA,"Asker"," Norway","NTG Kongsvinger",NA,"https://www.goduke.com/sports/mens-soccer/roster/nikolai-bull-jorgensen/20353","ASKER, NORWAY","ASKER NORWAY",NA,"NORWAY","NORWAY","Europe","Northern Europe"
"173",1001,747,"unknown",193,"Duke",2024,"I","9","Ulfur Bjornsson","Forward","6'3""","So.",NA,"Hafnarfjörður"," Iceland","Verzlunarskólinn",NA,"https://www.goduke.com/sports/mens-soccer/roster/ulfur-bjornsson/20345","HAFNARFJÖRÐUR, ICELAND","HAFNARFJÖRÐUR ICELAND",NA,"ICELAND","ICELAND","Europe","Northern Europe"
"174",1012,753,"unknown",193,"Duke",2024,"I","21","Niclas Wittur",NA,"6'1""","Gr.",NA,"Schildow"," Germany",NA,"Wingate","https://www.goduke.com/sports/mens-soccer/roster/niclas-wittur/21120","SCHILDOW, GERMANY","SCHILDOW GERMANY",NA,"GERMANY","GERMANY","Europe","Eastern Europe"
"175",1015,8,"unknown",193,"Duke",2024,"I","24","Axel Gudbjornsson","Defender","6'4""","Jr.",NA,"Reykjavik"," Iceland","Commercial College of Iceland",NA,"https://www.goduke.com/sports/mens-soccer/roster/axel-gudbjornsson/20350","REYKJAVIK, ICELAND","REYKJAVIK ICELAND",NA,"ICELAND","ICELAND","Europe","Northern Europe"
"176",1021,292,"unknown",193,"Duke",2024,"I","31","Sol Arbib",NA,"6'4""","Fr.",NA,"London"," England",NA,NA,"https://www.goduke.com/sports/mens-soccer/roster/sol-arbib/21123","LONDON, ENGLAND","LONDON ENGLAND",NA,"ENGLAND","ENGLAND","Europe","Northern Europe"
"177",1026,428,"unknown",194,"Duquesne",2024,"I","2","Christoffer Vie Angell","Defender","6'1""","Sr.",NA,"Oslo"," Norway","Nydalen Videregaende Skole (UAB)",NA,"https://www.goduquesne.com/sports/mens-soccer/roster/christoffer-vie-angell/12392","OSLO, NORWAY","OSLO NORWAY",NA,"NORWAY","NORWAY","Europe","Northern Europe"
"178",1028,173,"unknown",194,"Duquesne",2024,"I","4","Jesper Moksnes","Defender","6'2""","Sr.",NA,"Stavanger"," Norway","St. Svithun VGS (Virginia)",NA,"https://www.goduquesne.com/sports/mens-soccer/roster/jesper-moksnes/12383","STAVANGER, NORWAY","STAVANGER NORWAY",NA,"NORWAY","NORWAY","Europe","Northern Europe"
"179",1032,761,"unknown",194,"Duquesne",2024,"I","8","Bendix Bennetzen","Midfielder","5'10""","Fr.",NA,"Esbjerg"," Denmark","Rybners Gymnasier",NA,"https://www.goduquesne.com/sports/mens-soccer/roster/bendix-bennetzen/12638","ESBJERG, DENMARK","ESBJERG DENMARK",NA,"DENMARK","DENMARK","Europe","Northern Europe"
"180",1034,762,"unknown",194,"Duquesne",2024,"I","10","Maxi Hopfer","Forward","5'10""","Sr.",NA,"Styria"," Austria","Higher Technical College Weiz",NA,"https://www.goduquesne.com/sports/mens-soccer/roster/maxi-hopfer/12377","STYRIA, AUSTRIA","STYRIA AUSTRIA",NA,"AUSTRIA","AUSTRIA","Europe","Eastern Europe"
"181",1036,763,"unknown",194,"Duquesne",2024,"I","12","Jack Rhead","Forward","6'3""","Gr.",NA,"Plymouth"," United Kingdom","Ivybridge C.C. (CSUN)",NA,"https://www.goduquesne.com/sports/mens-soccer/roster/jack-rhead/12640","PLYMOUTH, UNITED KINGDOM","PLYMOUTH UNITED KINGDOM",NA,"ENGLAND","UNITED KINGDOM","Europe","Northern Europe"
"182",1038,765,"unknown",194,"Duquesne",2024,"I","15","Ben Pleavin","Midfielder","6'1""","So.",NA,"Chester"," England","St. David's",NA,"https://www.goduquesne.com/sports/mens-soccer/roster/ben-pleavin/12388","CHESTER, ENGLAND","CHESTER ENGLAND",NA,"ENGLAND","ENGLAND","Europe","Northern Europe"
"183",1042,424,"unknown",194,"Duquesne",2024,"I","19","Marko Rasmussen","Forward","5'11""","Fr.",NA,"Silkeborg"," Denmark","College360",NA,"https://www.goduquesne.com/sports/mens-soccer/roster/marko-rasmussen/12641","SILKEBORG, DENMARK","SILKEBORG DENMARK",NA,"DENMARK","DENMARK","Europe","Northern Europe"
"184",1048,310,"unknown",194,"Duquesne",2024,"I","26","Pepo Bravo","Midfielder","5'9""","R-Jr.",NA,"Madrid"," Spain","Sek el castillo (Florida Atlantic)",NA,"https://www.goduquesne.com/sports/mens-soccer/roster/pepo-bravo/12372","MADRID, SPAIN","MADRID SPAIN",NA,"SPAIN","SPAIN","Europe","Southern Europe"
"185",1052,772,"unknown",194,"Duquesne",2024,"I","31","Kiril Smirnov","Defender","6'4""","Sr.",NA,"Odessa"," Ukraine","Mira Loma (Folsom Lake College)",NA,"https://www.goduquesne.com/sports/mens-soccer/roster/kiril-smirnov/12389","ODESSA, UKRAINE","ODESSA UKRAINE",NA,"UKRAINE","UKRAINE","Europe","Eastern Europe"
"186",1057,125,"unknown",194,"Duquesne",2024,"I","38","Hugo Berville","Defender","6'4""","R-So.",NA,"Paris"," France","Lycee Maurice Ravel",NA,"https://www.goduquesne.com/sports/mens-soccer/roster/hugo-berville/12371","PARIS, FRANCE","PARIS FRANCE",NA,"FRANCE","FRANCE","Europe","Western Europe"
"187",1060,776,"unknown",198,"East Tennessee State",2024,"I","2","Dave Neijenhuis",NA,NA,"Gr.",NA,"Millingen aan de Rijn"," Netherlands",NA,NA,"https://www.etsubucs.com/sports/mens-soccer/roster/dave-neijenhuis/6521","MILLINGEN AAN DE RIJN, NETHERLANDS","MILLINGEN AAN DE RIJN NETHERLANDS",NA,"NETHERLANDS","NETHERLANDS","Europe","Western Europe"
"188",1062,778,"unknown",198,"East Tennessee State",2024,"I","4","Ryan Suckling",NA,"6'1""","Gr.",NA,"Surrey"," England",NA,"Gardner-Webb","https://www.etsubucs.com/sports/mens-soccer/roster/ryan-suckling/6517","SURREY, ENGLAND","SURREY ENGLAND",NA,"ENGLAND","ENGLAND","Europe","Northern Europe"
"189",1063,779,"unknown",198,"East Tennessee State",2024,"I","5","Ulysses Hendriks",NA,"6'2""","Fr.",NA,"Antwerp"," Belgium",NA,"Royal Nestor Outer","https://www.etsubucs.com/sports/mens-soccer/roster/ulysses-hendriks/6533","ANTWERP, BELGIUM","ANTWERP BELGIUM",NA,"BELGIUM","BELGIUM","Europe","Western Europe"
"190",1066,500,"unknown",198,"East Tennessee State",2024,"I","8","Louie Salkeld",NA,"6'1""","So.",NA,"Newcastle"," England",NA,"Cardinal Hume Catholic School","https://www.etsubucs.com/sports/mens-soccer/roster/louie-salkeld/6516","NEWCASTLE, ENGLAND","NEWCASTLE ENGLAND",NA,"ENGLAND","ENGLAND","Europe","Northern Europe"
"191",1067,780,"unknown",198,"East Tennessee State",2024,"I","9","Ingvar Kolbjornsen",NA,"5'7""","Fr.",NA,"Sotra"," Norway",NA,"Sotra VGS","https://www.etsubucs.com/sports/mens-soccer/roster/ingvar-kolbjornsen/6525","SOTRA, NORWAY","SOTRA NORWAY",NA,"NORWAY","NORWAY","Europe","Northern Europe"
"192",1070,497,"unknown",198,"East Tennessee State",2024,"I","12","Oliver Einarsson",NA,"5'10""","Fr.",NA,"Keflavik"," Iceland",NA,"Fjölbrautaskóli Suðurnesja","https://www.etsubucs.com/sports/mens-soccer/roster/oliver-einarsson/6531","KEFLAVIK, ICELAND","KEFLAVIK ICELAND",NA,"ICELAND","ICELAND","Europe","Northern Europe"
"193",1076,785,"unknown",198,"East Tennessee State",2024,"I","18","Anton Ottesen",NA,"6'4""","Fr.",NA,"Akranes"," Iceland",NA,"Fjolbrautarskoli Vesturlands Akranesi","https://www.etsubucs.com/sports/mens-soccer/roster/anton-ottesen/6520","AKRANES, ICELAND","AKRANES ICELAND",NA,"ICELAND","ICELAND","Europe","Northern Europe"
"194",1080,173,"unknown",198,"East Tennessee State",2024,"I","22","Morgan Marvik",NA,"6'0""","Fr.",NA,"Stavanger"," Norway",NA,"St. Svithun","https://www.etsubucs.com/sports/mens-soccer/roster/morgan-marvik/6530","STAVANGER, NORWAY","STAVANGER NORWAY",NA,"NORWAY","NORWAY","Europe","Northern Europe"
"195",1081,787,"unknown",198,"East Tennessee State",2024,"I","23","Agust Arnason",NA,"6'2""","Fr.",NA,"Akureyri"," Iceland",NA,"Akureyri Junior College","https://www.etsubucs.com/sports/mens-soccer/roster/agust-arnason/6519","AKUREYRI, ICELAND","AKUREYRI ICELAND",NA,"ICELAND","ICELAND","Europe","Northern Europe"
"196",1082,788,"unknown",198,"East Tennessee State",2024,"I","24","Nico Kross",NA,"6'2""","So.",NA,"Heidenheim"," Germany",NA,"Max-Planck Gymnasium","https://www.etsubucs.com/sports/mens-soccer/roster/nico-kross/6512","HEIDENHEIM, GERMANY","HEIDENHEIM GERMANY",NA,"GERMANY","GERMANY","Europe","Eastern Europe"
"197",1095,797,"unknown",201,"Eastern Illinois",2024,"I","9","Sam Eccles","Forward","6'1""","Gr.","Chemistry","Sheffield"," England","Wales","Hofstra","https://www.eiupanthers.com/sports/mens-soccer/roster/sam-eccles/9394","SHEFFIELD, ENGLAND","SHEFFIELD ENGLAND",NA,"ENGLAND","ENGLAND","Europe","Northern Europe"
"198",1106,806,"unknown",201,"Eastern Illinois",2024,"I","21","Frider Blunck","Forward","6'0""","Gr.",NA,"Neumünster"," Germany","Gemeinschaftsschule Neumünster-Brachenfeld","Upper Iowa Univ.","https://www.eiupanthers.com/sports/mens-soccer/roster/frider-blunck/9691","NEUMÜNSTER, GERMANY","NEUMÜNSTER GERMANY",NA,"GERMANY","GERMANY","Europe","Eastern Europe"
"199",1109,234,"unknown",201,"Eastern Illinois",2024,"I","25","Ben Martin","Defender","5'11""","R-Jr.","Psychology","Birmingham"," England","John Taylor","Parkland CC","https://www.eiupanthers.com/sports/mens-soccer/roster/ben-martin/9401","BIRMINGHAM, ENGLAND","BIRMINGHAM ENGLAND",NA,"ENGLAND","ENGLAND","Europe","Northern Europe"
"200",1120,817,"unknown",1068,"Elon",2024,"I","1","Tomasz Wroblewski","Goalkeeper","6'1""","Sr.","Accounting","Warszawa"," Poland","Pianese",NA,"https://www.elonphoenix.com/sports/mens-soccer/roster/tomasz-wroblewski/10006","WARSZAWA, POLAND","WARSZAWA POLAND",NA,"POLAND","POLAND","Europe","Eastern Europe"
"201",1122,819,"unknown",1068,"Elon",2024,"I","3","Jack Donlan","Defender","6'5""","Jr.",NA,"Manchester"," England","Oldham Sixth Form",NA,"https://www.elonphoenix.com/sports/mens-soccer/roster/jack-donlan/10272","MANCHESTER, ENGLAND","MANCHESTER ENGLAND",NA,"ENGLAND","ENGLAND","Europe","Northern Europe"
"202",1125,821,"unknown",1068,"Elon",2024,"I","6","Majaliwa Msabaha","Midfielder","5'6""","Jr.",NA,"Randers"," Denmark",NA,NA,"https://www.elonphoenix.com/sports/mens-soccer/roster/majaliwa-msabaha/9999","RANDERS, DENMARK","RANDERS DENMARK",NA,"DENMARK","DENMARK","Europe","Northern Europe"
"203",1127,823,"unknown",1068,"Elon",2024,"I","8","Scott Vatne","Midfielder","6'0""","Sr.","Undecided","Klepp"," Norway","Bryne Videregaende Skole",NA,"https://www.elonphoenix.com/sports/mens-soccer/roster/scott-vatne/10004","KLEPP, NORWAY","KLEPP NORWAY",NA,"NORWAY","NORWAY","Europe","Northern Europe"
"204",1129,825,"unknown",1068,"Elon",2024,"I","10","Calle Edelstam","Midfielder","5'9""","Sr.","Undecided","Djursholm"," Sweden","Danderyds Gymnasium",NA,"https://www.elonphoenix.com/sports/mens-soccer/roster/calle-edelstam/9991","DJURSHOLM, SWEDEN","DJURSHOLM SWEDEN",NA,"SWEDEN","SWEDEN","Europe","Northern Europe"
"205",1130,203,"unknown",1068,"Elon",2024,"I","11","Victor Stromsten","Forward","6'7""","Gr.","International Business","Stockholm"," Sweden","Hersby Gymnasium",NA,"https://www.elonphoenix.com/sports/mens-soccer/roster/victor-stromsten/10003","STOCKHOLM, SWEDEN","STOCKHOLM SWEDEN",NA,"SWEDEN","SWEDEN","Europe","Northern Europe"
"206",1138,424,"unknown",1068,"Elon",2024,"I","19","Noah Sonne Kargo","Midfield","5'11""","So.",NA,"Silkeborg"," Denmark","College360",NA,"https://www.elonphoenix.com/sports/mens-soccer/roster/noah-sonne-kargo/10277","SILKEBORG, DENMARK","SILKEBORG DENMARK",NA,"DENMARK","DENMARK","Europe","Northern Europe"
"207",1150,837,"unknown",219,"Evansville",2024,"I","1","Hugo Amo","Goalkeeper","6'3""","Jr.",NA,"Burgos"," Spain",NA,"Casper CC","https://www.gopurpleaces.com/sports/mens-soccer/roster/hugo-amo/6414","BURGOS, SPAIN","BURGOS SPAIN",NA,"SPAIN","SPAIN","Europe","Southern Europe"
"208",1151,149,"unknown",219,"Evansville",2024,"I","2","Nacho Garcia","Defender","6'0""","Jr.",NA,"Zaragoza"," Spain",NA,"UNIR","https://www.gopurpleaces.com/sports/mens-soccer/roster/nacho-garcia/6415","ZARAGOZA, SPAIN","ZARAGOZA SPAIN",NA,"SPAIN","SPAIN","Europe","Southern Europe"
"209",1153,838,"unknown",219,"Evansville",2024,"I","4","Martin Wurschmidt","Defender","6'2""","Fr.",NA,"Fram"," Norway",NA,"Thor Heyerdahl VGS","https://www.gopurpleaces.com/sports/mens-soccer/roster/martin-wurschmidt/6416","FRAM, NORWAY","FRAM NORWAY",NA,"NORWAY","NORWAY","Europe","Northern Europe"
"210",1155,839,"unknown",219,"Evansville",2024,"I","6","Jon Varela","Defender","6'0""","R-Jr.",NA,"Vitoria"," Spain",NA,"Aurerrá Vitoria","https://www.gopurpleaces.com/sports/mens-soccer/roster/jon-varela/6363","VITORIA, SPAIN","VITORIA SPAIN",NA,"SPAIN","SPAIN","Europe","Southern Europe"
"211",1157,840,"unknown",219,"Evansville",2024,"I","8","Nalu Wagner","Defender","6'1""","Jr.",NA,"Leipzig"," Germany",NA,"Sportschule Halle","https://www.gopurpleaces.com/sports/mens-soccer/roster/nalu-wagner/6365","LEIPZIG, GERMANY","LEIPZIG GERMANY",NA,"GERMANY","GERMANY","Europe","Eastern Europe"
"212",1159,842,"unknown",219,"Evansville",2024,"I","10","Jose Vivas","Midfielder","5'6""","Sr.",NA,"Teruel"," Spain",NA,"SD Huesca","https://www.gopurpleaces.com/sports/mens-soccer/roster/jose-vivas/6364","TERUEL, SPAIN","TERUEL SPAIN",NA,"SPAIN","SPAIN","Europe","Southern Europe"
"213",1163,844,"unknown",219,"Evansville",2024,"I","14","Audun Engen Vik","Winger","5'7""","So.",NA,"Trondheim"," Norway",NA,"Strinda Videregående Skole","https://www.gopurpleaces.com/sports/mens-soccer/roster/audun-engen-vik/6345","TRONDHEIM, NORWAY","TRONDHEIM NORWAY",NA,"NORWAY","NORWAY","Europe","Northern Europe"
"214",1169,847,"unknown",219,"Evansville",2024,"I","20","Nacho Diaz Barragan","Forward","5'8""","Sr.",NA,"Almeria"," Spain",NA,"University of Almeria (Spain)","https://www.gopurpleaces.com/sports/mens-soccer/roster/nacho-diaz-barragan/6342","ALMERIA, SPAIN","ALMERIA SPAIN",NA,"SPAIN","SPAIN","Europe","Southern Europe"
"215",1170,656,"unknown",219,"Evansville",2024,"I","21","Håkon Edstrøm","Midfielder","6'1""","Fr.",NA,"Baerum"," Norway",NA,"Norges Toppidrettsgymnas","https://www.gopurpleaces.com/sports/mens-soccer/roster/h-kon-edstr-m/6418","BAERUM, NORWAY","BAERUM NORWAY",NA,"NORWAY","NORWAY","Europe","Northern Europe"
"216",1171,848,"unknown",219,"Evansville",2024,"I","22","Nacho Diaz-Caneja","Defender","5'9""","Jr.",NA,"Coruña"," Spain",NA,"Oregon State University","https://www.gopurpleaces.com/sports/mens-soccer/roster/nacho-diaz-caneja/6343","CORUÑA, SPAIN","CORUÑA SPAIN",NA,"SPAIN","SPAIN","Europe","Southern Europe"
"217",1173,850,"unknown",219,"Evansville",2024,"I","24","Tobias Bak","Defender","5'11""","Gr.",NA,"Taastrup"," Denmark",NA,"Akron University","https://www.gopurpleaces.com/sports/mens-soccer/roster/tobias-bak/6337","TAASTRUP, DENMARK","TAASTRUP DENMARK",NA,"DENMARK","DENMARK","Europe","Northern Europe"
"218",1176,853,"unknown",219,"Evansville",2024,"I","27","Jacopo Fedrizzi","Midfielder","6'2""","R-Fr.",NA,"Giulia"," Italy",NA,"Liceo Scientifico Giovanni Marinelli","https://www.gopurpleaces.com/sports/mens-soccer/roster/jacopo-fedrizzi/6346","GIULIA, ITALY","GIULIA ITALY",NA,"ITALY","ITALY","Europe","Southern Europe"
"219",1179,856,"unknown",219,"Evansville",2024,"I","30","Kylian Behem","Defender","6'0""","So.",NA,"Cannes"," France",NA,"College Arc de Meyran","https://www.gopurpleaces.com/sports/mens-soccer/roster/kylian-behem/6338","CANNES, FRANCE","CANNES FRANCE",NA,"FRANCE","FRANCE","Europe","Western Europe"
"220",1182,848,"unknown",219,"Evansville",2024,"I","33","Carlos Iglesias","Midfielder","5'8""","R-Fr.",NA,"Coruña"," Spain",NA,"Hoosac School","https://www.gopurpleaces.com/sports/mens-soccer/roster/carlos-iglesias/6350","CORUÑA, SPAIN","CORUÑA SPAIN",NA,"SPAIN","SPAIN","Europe","Southern Europe"
"221",1188,861,"unknown",219,"Evansville",2024,"I",NA,"Aron Böcking Gerken","Defender","6'2""","So.",NA,"Düsseldorf"," Germany",NA,"Valencia American School","https://www.gopurpleaces.com/sports/mens-soccer/roster/aron-b-cking-gerken/6340","DÜSSELDORF, GERMANY","DÜSSELDORF GERMANY",NA,"GERMANY","GERMANY","Europe","Eastern Europe"
"222",1190,863,"unknown",220,"Fairfield",2024,"I","1","Viktor Nikolov","Goalkeeper","6'3""","Jr.",NA,"Plovdiv"," Bulgaria","Universidad Alfonso X El Sabio",NA,"https://www.fairfieldstags.com/sports/mens-soccer/roster/viktor-nikolov/6832","PLOVDIV, BULGARIA","PLOVDIV BULGARIA",NA,"BULGARIA","BULGARIA","Europe","Southern Europe"
"223",1193,102,"unknown",220,"Fairfield",2024,"I","4","Cody Read","Defender","6'1""","Jr.",NA,"Leicester"," England",NA,NA,"https://www.fairfieldstags.com/sports/mens-soccer/roster/cody-read/6838","LEICESTER, ENGLAND","LEICESTER ENGLAND",NA,"ENGLAND","ENGLAND","Europe","Northern Europe"
"224",1196,761,"unknown",220,"Fairfield",2024,"I","7","Rasmus Sorensen Rejnhold","Forward","6'1""","Sr.",NA,"Esbjerg"," Denmark",NA,NA,"https://www.fairfieldstags.com/sports/mens-soccer/roster/rasmus-sorensen-rejnhold/6842","ESBJERG, DENMARK","ESBJERG DENMARK",NA,"DENMARK","DENMARK","Europe","Northern Europe"
"225",1211,340,"unknown",220,"Fairfield",2024,"I","26","Lenni Mierow","Defender","5'11""","Gr.",NA,"Hamburg"," Germany","Julius Leber School","Presbyterian","https://www.fairfieldstags.com/sports/mens-soccer/roster/lenni-mierow/6830","HAMBURG, GERMANY","HAMBURG GERMANY",NA,"GERMANY","GERMANY","Europe","Eastern Europe"
"226",1218,877,"unknown",222,"Fairleigh Dickinson",2024,"I","4","Victor Labite",NA,NA,"So.",NA,"Caen"," France",NA,NA,"https://www.fduknights.com/sports/mens-soccer/roster/victor-labite/7388","CAEN, FRANCE","CAEN FRANCE",NA,"FRANCE","FRANCE","Europe","Western Europe"
"227",1219,878,"unknown",222,"Fairleigh Dickinson",2024,"I","5","Gabriel Le Guen","Defender","6'1""","So.",NA,"Ploemeur"," France","Lycée La Croix Rouge",NA,"https://www.fduknights.com/sports/mens-soccer/roster/gabriel-le-guen/7339","PLOEMEUR, FRANCE","PLOEMEUR FRANCE",NA,"FRANCE","FRANCE","Europe","Western Europe"
"228",1233,209,"unknown",222,"Fairleigh Dickinson",2024,"I","19","Jaime Barbero","Forward","5'9""","Jr.",NA,"Valencia"," Spain","IES Fuente San Luis",NA,"https://www.fduknights.com/sports/mens-soccer/roster/jaime-barbero/7329","VALENCIA, SPAIN","VALENCIA SPAIN",NA,"SPAIN","SPAIN","Europe","Southern Europe"
"229",1248,149,"unknown",231,"FIU",2024,"I","1","Beltran Fernandez",NA,"6'4""","Jr.",NA,"Zaragoza"," Spain",NA,"David & Elkins College","https://www.fiusports.com/sports/mens-soccer/roster/beltran-fernandez/11771","ZARAGOZA, SPAIN","ZARAGOZA SPAIN",NA,"SPAIN","SPAIN","Europe","Southern Europe"
"230",1249,899,"unknown",231,"FIU",2024,"I","2","Lucas Christensen",NA,"5'11""","Gr.",NA,"Gentofte"," Denmark",NA,"University of Charleston","https://www.fiusports.com/sports/mens-soccer/roster/lucas-christensen/11768","GENTOFTE, DENMARK","GENTOFTE DENMARK",NA,"DENMARK","DENMARK","Europe","Northern Europe"
